2026-03-09 00:02:43 | EVENT_CONSUMED | topic=notifications.events | businessKey=POCBank|PH0099001|LNACT260001POCBK3Z | messageType=SMS | eventType=ArrangementEvents-LoanDisbursementSuccessful_AA_ACTIVITY_EVENT | payload={"businessKey":"POCBank|PH0099001|LNACT260001POCBK3Z","aliasInfo":null,"commandType":null,"correlationId":null,"dateTime":"2026-02-27T08:30:00.000+0000","deviceid":null,"entityId":null,"entityName":null,"eventId":"c3d4e5f6-a7b8-9012-cdef-123456789012","eventSourceId":"POCBank","headers":null,"operation":null,"operationInstanceId":null,"organizationId":null,"priority":null,"sequenceInstanceId":null,"sequenceNo":null,"serviceRequestComment":null,"serviceRequestId":null,"sourceRequestIdentifier":null,"sourceUri":"https://temenos.com/microservice/cloudevents/POCBank","status":"PROCESSED","subject":"event","tenantId":null,"tracecontext":null,"transactionDate":null,"userId":null,"businessObjects":null,"eventType":"ArrangementEvents-LoanDisbursementSuccessful_AA_ACTIVITY_EVENT","payload":{"APPLICATIONCUSTOMERDetails":[{"applicationcustomerid":"300003","applicationcustomername1List":{"applicationcustomername1":[{"applicationcustomername1":"Jose Reyes","language":"GB"}]}}],"eventCommon":{"companyId":"PH0099001","application":"LENDING.DIGI.LOANS,LENDING-DISBURSEMENT-SUCCESS","creationTime":"2026-02-27T08:30:00.000Z","today":"2026-02-27","customCommon":{"timeInLocal":"2026-02-27T16:30:00.000 Asia/Manila","ArrangementActivityReference":"LNACT260001POCBK3Z","ActivityContext":"User-Auth","ActivityStatus":"AUTH","ImmediateParentReference":"LNACT260001POCBK3Z","ParentReference":"LNACT260001POCBK3Z","Simulation":"NO","LoanAmount":"250000.00","LoanCurrency":"PHP","DisbursementAccount":"AAACT260001POCBK9X","LoanTerm":"36","LoanTermUnit":"MONTHS"},"operator":"POCUSR00101","transactionStage":"AA.ACT.AUTH.RTN"},"customFieldDetails":{"MessageType":"SMS","alertType":"LOAN_DISBURSEMENT_SUCCESSFUL","Release":"R25","originatingsource":null,"customer_id":"1000231005","customer_name":"Nitesh","timestamp":"2026-02-27T08:30:00Z","amount":"5000.00","loan_account":"1237567890","txn_ref":"TPHREF260000POCBK","days_overdue":"12","min_amount_due":"1500.00","grace_date":"2027-03-10","loan_ref":"LNREF260801POCBK","beneficiary_name":"Rosa Mary","beneficiary_id":"AAACT360802POCBK8M"}}}
2026-03-09 03:37:14 | EVENT_CONSUMED | topic=notifications.events | businessKey=POCBank|PH0099001|AAACT260001POCBK9X | messageType=SMS | eventType=ArrangementEvents-AccountCreated_AA_ACTIVITY_EVENT | payload={"businessKey":"POCBank|PH0099001|AAACT260001POCBK9X","aliasInfo":null,"commandType":null,"correlationId":null,"dateTime":"2026-02-27T08:30:00.000+0000","deviceid":null,"entityId":null,"entityName":null,"eventId":"a1b2c3d4-e5f6-7890-abcd-ef1234567890","eventSourceId":"POCBank","headers":null,"operation":null,"operationInstanceId":null,"organizationId":null,"priority":null,"sequenceInstanceId":null,"sequenceNo":null,"serviceRequestComment":null,"serviceRequestId":null,"sourceRequestIdentifier":null,"sourceUri":"https://temenos.com/microservice/cloudevents/POCBank","status":"PROCESSED","subject":"event","tenantId":null,"tracecontext":null,"transactionDate":null,"userId":null,"businessObjects":null,"eventType":"ArrangementEvents-AccountCreated_AA_ACTIVITY_EVENT","payload":{"APPLICATIONCUSTOMERDetails":[{"applicationcustomerid":"300001","applicationcustomername1List":{"applicationcustomername1":[{"applicationcustomername1":"Juan dela Cruz","language":"GB"}]}}],"eventCommon":{"companyId":"PH0099001","application":"SDA.DIGI.ACCOUNTS,ACCOUNTS-CREATION-SUCCESS","creationTime":"2026-02-27T08:30:00.000Z","today":"2026-02-27","customCommon":{"timeInLocal":"2026-02-27T16:30:00.000 Asia/Manila","ArrangementActivityReference":"AAACT260001POCBK9X","ActivityContext":"User-Auth","ActivityStatus":"AUTH","ImmediateParentReference":"AAACT260001POCBK9X","ParentReference":"AAACT260001POCBK9X","Simulation":"NO"},"operator":"POCUSR00101","transactionStage":"AA.ACT.AUTH.RTN"},"customFieldDetails":{"MessageType":"SMS","alertType":"ACCOUNT_CREATED","Release":"R25","originatingsource":null,"customer_id":"1000230085","customer_name":"Manas","timestamp":"2026-02-27T08:30:00Z","amount":"5000.00","loan_account":"123456","txn_ref":"TPHREF260001PACBQ","days_overdue":"12","min_amount_due":"1500.00","grace_date":"2027-03-10","loan_ref":"LNREF360001POCBK","beneficiary_name":"Rosa Mendoza","beneficiary_id":"AAACT260002POCBC8M"}}}
2026-03-09 03:37:14 | EVENT_CONSUMED | topic=notifications.events | businessKey=POCBank|PH0099001|TPHACT260001POCBK5V | messageType=BOTH | eventType=PaymentEvents-FundTransferSuccessful_TPH_ACTIVITY_EVENT | payload={"businessKey":"POCBank|PH0099001|TPHACT260001POCBK5V","aliasInfo":null,"commandType":null,"correlationId":null,"dateTime":"2026-02-27T08:30:00.000+0000","deviceid":null,"entityId":null,"entityName":null,"eventId":"e5f6a7b8-c9d0-1234-efab-345678901235","eventSourceId":"POCBank","headers":null,"operation":null,"operationInstanceId":null,"organizationId":null,"priority":null,"sequenceInstanceId":null,"sequenceNo":null,"serviceRequestComment":null,"serviceRequestId":null,"sourceRequestIdentifier":null,"sourceUri":"https://temenos.com/microservice/cloudevents/POCBank","status":"PROCESSED","subject":"event","tenantId":null,"tracecontext":null,"transactionDate":null,"userId":null,"businessObjects":null,"eventType":"PaymentEvents-FundTransferSuccessful_TPH_ACTIVITY_EVENT","payload":{"APPLICATIONCUSTOMERDetails":[{"applicationcustomerid":"300005","applicationcustomername1List":{"applicationcustomername1":[{"applicationcustomername1":"Pedro Mendoza","language":"GB"}]}}],"eventCommon":{"companyId":"PH0099001","application":"TPH.DIGI.PAYMENTS,PAYMENTS-FUND-TRANSFER-SUCCESS","creationTime":"2026-02-27T08:30:00.000Z","today":"2026-02-27","customCommon":{"timeInLocal":"2026-02-27T16:30:00.000 Asia/Manila","ArrangementActivityReference":"TPHACT260001POCBK5V","ActivityContext":"User-Auth","ActivityStatus":"AUTH","ImmediateParentReference":"TPHACT260001POCBK5V","ParentReference":"TPHACT260001POCBK5V","Simulation":"NO","TransferAmount":"5000.00","TransferCurrency":"PHP","SenderAccount":"AAACT260001POCBK9X","ReceiverAccount":"AAACT260002POCBK8M","ReceiverName":"Rosa Mendoza","TransferType":"INSTAPAY","ReferenceNumber":"TPHREF260001POCBK"},"operator":"POCUSR00101","transactionStage":"TPH.ACT.AUTH.RTN"},"customFieldDetails":{"MessageType":"BOTH","alertType":"FUND_TRANSFER_SUCCESSFUL","Release":"R25","originatingsource":"TPH","customer_id":"1000230005","customer_name":"Marco Mendoza","timestamp":"2026-02-27T08:30:00Z","amount":"5000.00","loan_account":"123450","txn_ref":"TPHREF260001POCBK","days_overdue":"12","min_amount_due":"1500.00","grace_date":"2027-03-10","loan_ref":"LNREF260001POCBK","beneficiary_name":"Rosa Mendoza","beneficiary_id":"AAACT260002POCBK8M"}}}
2026-03-09 03:37:15 | EVENT_CONSUMED | topic=notifications.events | businessKey=POCBank|PH0099001|LNACT260001POCBK3Z | messageType=EMAIL | eventType=ArrangementEvents-LoanDisbursementSuccessful_AA_ACTIVITY_EVENT | payload={"businessKey":"POCBank|PH0099001|LNACT260001POCBK3Z","aliasInfo":null,"commandType":null,"correlationId":null,"dateTime":"2026-02-27T08:30:00.000+0000","deviceid":null,"entityId":null,"entityName":null,"eventId":"c3d4e5f6-a7b8-9012-cdef-123456789015","eventSourceId":"POCBank","headers":null,"operation":null,"operationInstanceId":null,"organizationId":null,"priority":null,"sequenceInstanceId":null,"sequenceNo":null,"serviceRequestComment":null,"serviceRequestId":null,"sourceRequestIdentifier":null,"sourceUri":"https://temenos.com/microservice/cloudevents/POCBank","status":"PROCESSED","subject":"event","tenantId":null,"tracecontext":null,"transactionDate":null,"userId":null,"businessObjects":null,"eventType":"ArrangementEvents-LoanDisbursementSuccessful_AA_ACTIVITY_EVENT","payload":{"APPLICATIONCUSTOMERDetails":[{"applicationcustomerid":"300003","applicationcustomername1List":{"applicationcustomername1":[{"applicationcustomername1":"Jose Reyes","language":"GB"}]}}],"eventCommon":{"companyId":"PH0099001","application":"LENDING.DIGI.LOANS,LENDING-DISBURSEMENT-SUCCESS","creationTime":"2026-02-27T08:30:00.000Z","today":"2026-02-27","customCommon":{"timeInLocal":"2026-02-27T16:30:00.000 Asia/Manila","ArrangementActivityReference":"LNACT260001POCBK3Z","ActivityContext":"User-Auth","ActivityStatus":"AUTH","ImmediateParentReference":"LNACT260001POCBK3Z","ParentReference":"LNACT260001POCBK3Z","Simulation":"NO","LoanAmount":"250000.00","LoanCurrency":"PHP","DisbursementAccount":"AAACT260001POCBK9X","LoanTerm":"36","LoanTermUnit":"MONTHS"},"operator":"POCUSR00101","transactionStage":"AA.ACT.AUTH.RTN"},"customFieldDetails":{"MessageType":"EMAIL","alertType":"LOAN_DISBURSEMENT_SUCCESSFUL","Release":"R25","originatingsource":null,"customer_id":"1000231005","customer_name":"Nitesh","timestamp":"2026-02-27T08:30:00Z","amount":"5000.00","loan_account":"1237567890","txn_ref":"TPHREF260000POCBK","days_overdue":"12","min_amount_due":"1500.00","grace_date":"2027-03-10","loan_ref":"LNREF260801POCBK","beneficiary_name":"Rosa Mary","beneficiary_id":"AAACT360802POCBK8M"}}}
2026-03-09 03:37:15 | EVENT_CONSUMED | topic=notifications.events | businessKey=POCBank|PH0099001|TPHACT260001POCBK5V | messageType=BOTH | eventType=PaymentEvents-FundTransferSuccessful_TPH_ACTIVITY_EVENT | payload={"businessKey":"POCBank|PH0099001|TPHACT260001POCBK5V","aliasInfo":null,"commandType":null,"correlationId":null,"dateTime":"2026-02-27T08:30:00.000+0000","deviceid":null,"entityId":null,"entityName":null,"eventId":"e5f6a7b8-c9d0-1234-efab-345678901235","eventSourceId":"POCBank","headers":null,"operation":null,"operationInstanceId":null,"organizationId":null,"priority":null,"sequenceInstanceId":null,"sequenceNo":null,"serviceRequestComment":null,"serviceRequestId":null,"sourceRequestIdentifier":null,"sourceUri":"https://temenos.com/microservice/cloudevents/POCBank","status":"PROCESSED","subject":"event","tenantId":null,"tracecontext":null,"transactionDate":null,"userId":null,"businessObjects":null,"eventType":"PaymentEvents-FundTransferSuccessful_TPH_ACTIVITY_EVENT","payload":{"APPLICATIONCUSTOMERDetails":[{"applicationcustomerid":"300005","applicationcustomername1List":{"applicationcustomername1":[{"applicationcustomername1":"Pedro Mendoza","language":"GB"}]}}],"eventCommon":{"companyId":"PH0099001","application":"TPH.DIGI.PAYMENTS,PAYMENTS-FUND-TRANSFER-SUCCESS","creationTime":"2026-02-27T08:30:00.000Z","today":"2026-02-27","customCommon":{"timeInLocal":"2026-02-27T16:30:00.000 Asia/Manila","ArrangementActivityReference":"TPHACT260001POCBK5V","ActivityContext":"User-Auth","ActivityStatus":"AUTH","ImmediateParentReference":"TPHACT260001POCBK5V","ParentReference":"TPHACT260001POCBK5V","Simulation":"NO","TransferAmount":"5000.00","TransferCurrency":"PHP","SenderAccount":"AAACT260001POCBK9X","ReceiverAccount":"AAACT260002POCBK8M","ReceiverName":"Rosa Mendoza","TransferType":"INSTAPAY","ReferenceNumber":"TPHREF260001POCBK"},"operator":"POCUSR00101","transactionStage":"TPH.ACT.AUTH.RTN"},"customFieldDetails":{"MessageType":"BOTH","alertType":"FUND_TRANSFER_SUCCESSFUL","Release":"R25","originatingsource":"TPH","customer_id":"1000230005","customer_name":"Marco Mendoza","timestamp":"2026-02-27T08:30:00Z","amount":"5000.00","loan_account":"123450","txn_ref":"TPHREF260001POCBK","days_overdue":"12","min_amount_due":"1500.00","grace_date":"2027-03-10","loan_ref":"LNREF260001POCBK","beneficiary_name":"Rosa Mendoza","beneficiary_id":"AAACT260002POCBK8M"}}}
2026-03-09 03:37:15 | EVENT_CONSUMED | topic=notifications.events | businessKey=POCBank|PH0099001|AAACT260001POCBK9X | messageType=SMS | eventType=ArrangementEvents-AccountCreated_AA_ACTIVITY_EVENT | payload={"businessKey":"POCBank|PH0099001|AAACT260001POCBK9X","aliasInfo":null,"commandType":null,"correlationId":null,"dateTime":"2026-02-27T08:30:00.000+0000","deviceid":null,"entityId":null,"entityName":null,"eventId":"a1b2c3d4-e5f6-7890-abcd-ef1234567895","eventSourceId":"POCBank","headers":null,"operation":null,"operationInstanceId":null,"organizationId":null,"priority":null,"sequenceInstanceId":null,"sequenceNo":null,"serviceRequestComment":null,"serviceRequestId":null,"sourceRequestIdentifier":null,"sourceUri":"https://temenos.com/microservice/cloudevents/POCBank","status":"PROCESSED","subject":"event","tenantId":null,"tracecontext":null,"transactionDate":null,"userId":null,"businessObjects":null,"eventType":"ArrangementEvents-AccountCreated_AA_ACTIVITY_EVENT","payload":{"APPLICATIONCUSTOMERDetails":[{"applicationcustomerid":"300001","applicationcustomername1List":{"applicationcustomername1":[{"applicationcustomername1":"Juan dela Cruz","language":"GB"}]}}],"eventCommon":{"companyId":"PH0099001","application":"SDA.DIGI.ACCOUNTS,ACCOUNTS-CREATION-SUCCESS","creationTime":"2026-02-27T08:30:00.000Z","today":"2026-02-27","customCommon":{"timeInLocal":"2026-02-27T16:30:00.000 Asia/Manila","ArrangementActivityReference":"AAACT260001POCBK9X","ActivityContext":"User-Auth","ActivityStatus":"AUTH","ImmediateParentReference":"AAACT260001POCBK9X","ParentReference":"AAACT260001POCBK9X","Simulation":"NO"},"operator":"POCUSR00101","transactionStage":"AA.ACT.AUTH.RTN"},"customFieldDetails":{"MessageType":"SMS","alertType":"ACCOUNT_CREATED","Release":"R25","originatingsource":null,"customer_id":"1000230085","customer_name":"Manas","timestamp":"2026-02-27T08:30:00Z","amount":"5000.00","loan_account":"123456","txn_ref":"TPHREF260001PACBQ","days_overdue":"12","min_amount_due":"1500.00","grace_date":"2027-03-10","loan_ref":"LNREF360001POCBK","beneficiary_name":"Rosa Mendoza","beneficiary_id":"AAACT260002POCBC8M"}}}
2026-03-09 03:37:15 | EVENT_CONSUMED | topic=notifications.events | businessKey=POCBank|PH0099001|CUSTACT260001POCBK7Y | messageType=SMS | eventType=CustomerEvents-CustomerCreated_CU_ACTIVITY_EVENT | payload={"businessKey":"POCBank|PH0099001|CUSTACT260001POCBK7Y","aliasInfo":null,"commandType":null,"correlationId":null,"dateTime":"2026-02-27T08:30:00.000+0000","deviceid":null,"entityId":null,"entityName":null,"eventId":"b2c3d4e5-f6a7-8901-bcde-f12345678905","eventSourceId":"POCBank","headers":null,"operation":null,"operationInstanceId":null,"organizationId":null,"priority":null,"sequenceInstanceId":null,"sequenceNo":null,"serviceRequestComment":null,"serviceRequestId":null,"sourceRequestIdentifier":null,"sourceUri":"https://temenos.com/microservice/cloudevents/POCBank","status":"PROCESSED","subject":"event","tenantId":null,"tracecontext":null,"transactionDate":null,"userId":null,"businessObjects":null,"eventType":"CustomerEvents-CustomerCreated_CU_ACTIVITY_EVENT","payload":{"APPLICATIONCUSTOMERDetails":[{"applicationcustomerid":"300002","applicationcustomername1List":{"applicationcustomername1":[{"applicationcustomername1":"Maria Santos","language":"GB"}]}}],"eventCommon":{"companyId":"PH0099001","application":"CRM.DIGI.CUSTOMER,CUSTOMER-CREATION-SUCCESS","creationTime":"2026-02-27T08:30:00.000Z","today":"2026-02-27","customCommon":{"timeInLocal":"2026-02-27T16:30:00.000 Asia/Manila","ArrangementActivityReference":"CUSTACT260001POCBK7Y","ActivityContext":"User-Auth","ActivityStatus":"AUTH","ImmediateParentReference":"CUSTACT260001POCBK7Y","ParentReference":"CUSTACT260001POCBK7Y","Simulation":"NO"},"operator":"POCUSR00101","transactionStage":"CU.ACT.AUTH.RTN"},"customFieldDetails":{"MessageType":"SMS","alertType":"CUSTOMER_CREATED","Release":"R25","originatingsource":null,"customer_id":"1000230205","customer_name":"Vasanth Ajai","timestamp":"2026-02-27T08:30:00Z","amount":"5000.00","loan_account":"1237567890","txn_ref":"TPHREF260001POCBK","days_overdue":"12","min_amount_due":"1500.00","grace_date":"2027-03-10","loan_ref":"LNREF268001POCBK","beneficiary_name":"Maruthi","beneficiary_id":"AAACT269002POCBK8M"}}}
2026-03-09 03:37:16 | EVENT_CONSUMED | topic=notifications.events | businessKey=POCBank|PH0099001|LNACT260001POCBK4W | messageType=SMS | eventType=ArrangementEvents-LoanPastDueReminder_AA_ACTIVITY_EVENT | payload={"businessKey":"POCBank|PH0099001|LNACT260001POCBK4W","aliasInfo":null,"commandType":null,"correlationId":null,"dateTime":"2026-02-27T08:30:00.000+0000","deviceid":null,"entityId":null,"entityName":null,"eventId":"d4e5f6a7-b8c9-0123-defa-234567890125","eventSourceId":"POCBank","headers":null,"operation":null,"operationInstanceId":null,"organizationId":null,"priority":null,"sequenceInstanceId":null,"sequenceNo":null,"serviceRequestComment":null,"serviceRequestId":null,"sourceRequestIdentifier":null,"sourceUri":"https://temenos.com/microservice/cloudevents/POCBank","status":"PROCESSED","subject":"event","tenantId":null,"tracecontext":null,"transactionDate":null,"userId":null,"businessObjects":null,"eventType":"ArrangementEvents-LoanPastDueReminder_AA_ACTIVITY_EVENT","payload":{"APPLICATIONCUSTOMERDetails":[{"applicationcustomerid":"300004","applicationcustomername1List":{"applicationcustomername1":[{"applicationcustomername1":"Ana Villanueva","language":"GB"}]}}],"eventCommon":{"companyId":"PH0099001","application":"LENDING.DIGI.LOANS,LENDING-PASTDUE-REMINDER","creationTime":"2026-02-27T08:30:00.000Z","today":"2026-02-27","customCommon":{"timeInLocal":"2026-02-27T16:30:00.000 Asia/Manila","ArrangementActivityReference":"LNACT260001POCBK4W","ActivityContext":"User-Auth","ActivityStatus":"AUTH","ImmediateParentReference":"LNACT260001POCBK4W","ParentReference":"LNACT260001POCBK4W","Simulation":"NO","PastDueDays":"90","OverdueAmount":"15000.00","OverdueCurrency":"PHP","DueDate":"2025-11-29","PenaltyCharges":"4500.00"},"operator":"POCUSR00101","transactionStage":"AA.ACT.AUTH.RTN"},"customFieldDetails":{"MessageType":"SMS","alertType":"LOAN_PAST_DUE_REMINDER","PastDueDays":"90","Release":"R25","originatingsource":null,"customer_id":"1030430005","customer_name":"Rishi Mendoza","timestamp":"2026-02-27T08:30:00Z","amount":"5000.00","loan_account":"1235567890","txn_ref":"TPHREF760001POCBK","days_overdue":"12","min_amount_due":"1500.00","grace_date":"2027-03-10","loan_ref":"LNRRF260001POCBK","beneficiary_name":"Rosa Maduro","beneficiary_id":"AAACT260002POCBK8M"}}}
2026-03-09 03:42:13 | EVENT_CONSUMED | topic=notifications.events | businessKey=POCBank|PH0099001|AAACT260001POCBK9X | messageType=SMS | eventType=ArrangementEvents-AccountCreated_AA_ACTIVITY_EVENT | payload={"businessKey":"POCBank|PH0099001|AAACT260001POCBK9X","aliasInfo":null,"commandType":null,"correlationId":null,"dateTime":"2026-02-27T08:30:00.000+0000","deviceid":null,"entityId":null,"entityName":null,"eventId":"a1b2c3d4-e5f6-7890-abcd-ef1234567898","eventSourceId":"POCBank","headers":null,"operation":null,"operationInstanceId":null,"organizationId":null,"priority":null,"sequenceInstanceId":null,"sequenceNo":null,"serviceRequestComment":null,"serviceRequestId":null,"sourceRequestIdentifier":null,"sourceUri":"https://temenos.com/microservice/cloudevents/POCBank","status":"PROCESSED","subject":"event","tenantId":null,"tracecontext":null,"transactionDate":null,"userId":null,"businessObjects":null,"eventType":"ArrangementEvents-AccountCreated_AA_ACTIVITY_EVENT","payload":{"APPLICATIONCUSTOMERDetails":[{"applicationcustomerid":"300001","applicationcustomername1List":{"applicationcustomername1":[{"applicationcustomername1":"Juan dela Cruz","language":"GB"}]}}],"eventCommon":{"companyId":"PH0099001","application":"SDA.DIGI.ACCOUNTS,ACCOUNTS-CREATION-SUCCESS","creationTime":"2026-02-27T08:30:00.000Z","today":"2026-02-27","customCommon":{"timeInLocal":"2026-02-27T16:30:00.000 Asia/Manila","ArrangementActivityReference":"AAACT260001POCBK9X","ActivityContext":"User-Auth","ActivityStatus":"AUTH","ImmediateParentReference":"AAACT260001POCBK9X","ParentReference":"AAACT260001POCBK9X","Simulation":"NO"},"operator":"POCUSR00101","transactionStage":"AA.ACT.AUTH.RTN"},"customFieldDetails":{"MessageType":"SMS","alertType":"ACCOUNT_CREATED","Release":"R25","originatingsource":null,"customer_id":"1000230085","customer_name":"Manas","timestamp":"2026-02-27T08:30:00Z","amount":"5000.00","loan_account":"123456","txn_ref":"TPHREF260001PACBQ","days_overdue":"12","min_amount_due":"1500.00","grace_date":"2027-03-10","loan_ref":"LNREF360001POCBK","beneficiary_name":"Rosa Mendoza","beneficiary_id":"AAACT260002POCBC8M"}}}
2026-03-09 03:44:33 | EVENT_CONSUMED | topic=notifications.events | businessKey=POCBank|PH0099001|AAACT260001POCBK9X | messageType=SMS | eventType=ArrangementEvents-AccountCreated_AA_ACTIVITY_EVENT | payload={"businessKey":"POCBank|PH0099001|AAACT260001POCBK9X","aliasInfo":null,"commandType":null,"correlationId":null,"dateTime":"2026-02-27T08:30:00.000+0000","deviceid":null,"entityId":null,"entityName":null,"eventId":"a1b2c3d4-e5f6-7890-abcd-ef123456788","eventSourceId":"POCBank","headers":null,"operation":null,"operationInstanceId":null,"organizationId":null,"priority":null,"sequenceInstanceId":null,"sequenceNo":null,"serviceRequestComment":null,"serviceRequestId":null,"sourceRequestIdentifier":null,"sourceUri":"https://temenos.com/microservice/cloudevents/POCBank","status":"PROCESSED","subject":"event","tenantId":null,"tracecontext":null,"transactionDate":null,"userId":null,"businessObjects":null,"eventType":"ArrangementEvents-AccountCreated_AA_ACTIVITY_EVENT","payload":{"APPLICATIONCUSTOMERDetails":[{"applicationcustomerid":"300001","applicationcustomername1List":{"applicationcustomername1":[{"applicationcustomername1":"Juan dela Cruz","language":"GB"}]}}],"eventCommon":{"companyId":"PH0099001","application":"SDA.DIGI.ACCOUNTS,ACCOUNTS-CREATION-SUCCESS","creationTime":"2026-02-27T08:30:00.000Z","today":"2026-02-27","customCommon":{"timeInLocal":"2026-02-27T16:30:00.000 Asia/Manila","ArrangementActivityReference":"AAACT260001POCBK9X","ActivityContext":"User-Auth","ActivityStatus":"AUTH","ImmediateParentReference":"AAACT260001POCBK9X","ParentReference":"AAACT260001POCBK9X","Simulation":"NO"},"operator":"POCUSR00101","transactionStage":"AA.ACT.AUTH.RTN"},"customFieldDetails":{"MessageType":"SMS","alertType":"ACCOUNT_CREATED","Release":"R25","originatingsource":null,"customer_id":"1000230085","customer_name":"Manas","timestamp":"2026-02-27T08:30:00Z","amount":"5000.00","loan_account":"123456","txn_ref":"TPHREF260001PACBQ","days_overdue":"12","min_amount_due":"1500.00","grace_date":"2027-03-10","loan_ref":"LNREF360001POCBK","beneficiary_name":"Rosa Mendoza","beneficiary_id":"AAACT260002POCBC8M"}}}
2026-03-09 03:45:53 | EVENT_CONSUMED | topic=notifications.events | businessKey=POCBank|PH0099001|CUSTACT260001POCBK7Y | messageType=SMS | eventType=CustomerEvents-CustomerCreated_CU_ACTIVITY_EVENT | payload={"businessKey":"POCBank|PH0099001|CUSTACT260001POCBK7Y","aliasInfo":null,"commandType":null,"correlationId":null,"dateTime":"2026-02-27T08:30:00.000+0000","deviceid":null,"entityId":null,"entityName":null,"eventId":"b2c3d4e5-f6a7-8901-bcde-f12345678906","eventSourceId":"POCBank","headers":null,"operation":null,"operationInstanceId":null,"organizationId":null,"priority":null,"sequenceInstanceId":null,"sequenceNo":null,"serviceRequestComment":null,"serviceRequestId":null,"sourceRequestIdentifier":null,"sourceUri":"https://temenos.com/microservice/cloudevents/POCBank","status":"PROCESSED","subject":"event","tenantId":null,"tracecontext":null,"transactionDate":null,"userId":null,"businessObjects":null,"eventType":"CustomerEvents-CustomerCreated_CU_ACTIVITY_EVENT","payload":{"APPLICATIONCUSTOMERDetails":[{"applicationcustomerid":"300002","applicationcustomername1List":{"applicationcustomername1":[{"applicationcustomername1":"Maria Santos","language":"GB"}]}}],"eventCommon":{"companyId":"PH0099001","application":"CRM.DIGI.CUSTOMER,CUSTOMER-CREATION-SUCCESS","creationTime":"2026-02-27T08:30:00.000Z","today":"2026-02-27","customCommon":{"timeInLocal":"2026-02-27T16:30:00.000 Asia/Manila","ArrangementActivityReference":"CUSTACT260001POCBK7Y","ActivityContext":"User-Auth","ActivityStatus":"AUTH","ImmediateParentReference":"CUSTACT260001POCBK7Y","ParentReference":"CUSTACT260001POCBK7Y","Simulation":"NO"},"operator":"POCUSR00101","transactionStage":"CU.ACT.AUTH.RTN"},"customFieldDetails":{"MessageType":"SMS","alertType":"CUSTOMER_CREATED","Release":"R25","originatingsource":null,"customer_id":"1000230205","customer_name":"Vasanth Ajai","timestamp":"2026-02-27T08:30:00Z","amount":"5000.00","loan_account":"1237567890","txn_ref":"TPHREF260001POCBK","days_overdue":"12","min_amount_due":"1500.00","grace_date":"2027-03-10","loan_ref":"LNREF268001POCBK","beneficiary_name":"Maruthi","beneficiary_id":"AAACT269002POCBK8M"}}}
2026-03-09 03:48:04 | EVENT_CONSUMED | topic=notifications.events | businessKey=POCBank|PH0099001|CUSTACT260001POCBK7Y | messageType=SMS | eventType=CustomerEvents-CustomerCreated_CU_ACTIVITY_EVENT | payload={"businessKey":"POCBank|PH0099001|CUSTACT260001POCBK7Y","aliasInfo":null,"commandType":null,"correlationId":null,"dateTime":"2026-02-27T08:30:00.000+0000","deviceid":null,"entityId":null,"entityName":null,"eventId":"a2c3d4e5-f6a7-8901-bcde-f12345678906","eventSourceId":"POCBank","headers":null,"operation":null,"operationInstanceId":null,"organizationId":null,"priority":null,"sequenceInstanceId":null,"sequenceNo":null,"serviceRequestComment":null,"serviceRequestId":null,"sourceRequestIdentifier":null,"sourceUri":"https://temenos.com/microservice/cloudevents/POCBank","status":"PROCESSED","subject":"event","tenantId":null,"tracecontext":null,"transactionDate":null,"userId":null,"businessObjects":null,"eventType":"CustomerEvents-CustomerCreated_CU_ACTIVITY_EVENT","payload":{"APPLICATIONCUSTOMERDetails":[{"applicationcustomerid":"300002","applicationcustomername1List":{"applicationcustomername1":[{"applicationcustomername1":"Maria Santos","language":"GB"}]}}],"eventCommon":{"companyId":"PH0099001","application":"CRM.DIGI.CUSTOMER,CUSTOMER-CREATION-SUCCESS","creationTime":"2026-02-27T08:30:00.000Z","today":"2026-02-27","customCommon":{"timeInLocal":"2026-02-27T16:30:00.000 Asia/Manila","ArrangementActivityReference":"CUSTACT260001POCBK7Y","ActivityContext":"User-Auth","ActivityStatus":"AUTH","ImmediateParentReference":"CUSTACT260001POCBK7Y","ParentReference":"CUSTACT260001POCBK7Y","Simulation":"NO"},"operator":"POCUSR00101","transactionStage":"CU.ACT.AUTH.RTN"},"customFieldDetails":{"MessageType":"SMS","alertType":"CUSTOMER_CREATED","Release":"R25","originatingsource":null,"customer_id":"1000230205","customer_name":"Vasanth Ajai","timestamp":"2026-02-27T08:30:00Z","amount":"5000.00","loan_account":"1237567890","txn_ref":"TPHREF260001POCBK","days_overdue":"12","min_amount_due":"1500.00","grace_date":"2027-03-10","loan_ref":"LNREF268001POCBK","beneficiary_name":"Maruthi","beneficiary_id":"AAACT269002POCBK8M"}}}
